身份別	簡稱	年月日	多方未平倉口數	空方未平倉口數
COID	Name	MDATE	VOLUME	VOLUME2
11MTX  	自營商－小型臺指期	20180724	   19077	   11274
11MTX  	自營商－小型臺指期	20180725	   18661	   11066
11MTX  	自營商－小型臺指期	20180726	   19718	   11737
11MTX  	自營商－小型臺指期	20180727	   21695	   14496
11MTX  	自營商－小型臺指期	20180730	   21775	   13295
11MTX  	自營商－小型臺指期	20180731	   22393	   13588
11MTX  	自營商－小型臺指期	20180801	   22192	   13104
11MTX  	自營商－小型臺指期	20180802	   20385	   12882
11MTX  	自營商－小型臺指期	20180803	   20856	   14391
11MTX  	自營商－小型臺指期	20180806	   22366	   16039
11MTX  	自營商－小型臺指期	20180807	   21956	   16755
11MTX  	自營商－小型臺指期	20180808	   24195	   18772
11MTX  	自營商－小型臺指期	20180809	   24033	   18032
11MTX  	自營商－小型臺指期	20180810	   22508	   18305
11MTX  	自營商－小型臺指期	20180813	   19398	   20585
11MTX  	自營商－小型臺指期	20180814	   19986	   22386
11MTX  	自營商－小型臺指期	20180815	   13850	   14969
11MTX  	自營商－小型臺指期	20180816	   13378	   14710
11MTX  	自營商－小型臺指期	20180817	   15726	   15397
11MTX  	自營商－小型臺指期	20180820	   14919	   15302
11MTX  	自營商－小型臺指期	20180821	   14038	   12915
11MTX  	自營商－小型臺指期	20180822	   15234	   11335
11MTX  	自營商－小型臺指期	20180823	   16700	    9756
11MTX  	自營商－小型臺指期	20180824	   15228	   11421
11MTX  	自營商－小型臺指期	20180827	   15862	   12036
11MTX  	自營商－小型臺指期	20180828	   18017	   12402
11MTX  	自營商－小型臺指期	20180829	   21722	   11647
11MTX  	自營商－小型臺指期	20180830	   23359	   11811
11MTX  	自營商－小型臺指期	20180831	   23428	   11583
11MTX  	自營商－小型臺指期	20180903	   21699	   12914
11MTX  	自營商－小型臺指期	20180904	   21755	   13083
11MTX  	自營商－小型臺指期	20180905	   23293	   14904
11MTX  	自營商－小型臺指期	20180906	   23254	   15544
11MTX  	自營商－小型臺指期	20180907	   25142	   17517
11MTX  	自營商－小型臺指期	20180910	   20786	   18780
11MTX  	自營商－小型臺指期	20180911	   19167	   19205
11MTX  	自營商－小型臺指期	20180912	   19867	   21484
11MTX  	自營商－小型臺指期	20180913	   17981	   22661
11MTX  	自營商－小型臺指期	20180914	   20348	   18328
11MTX  	自營商－小型臺指期	20180917	   22183	   20369
11MTX  	自營商－小型臺指期	20180918	   21436	   20899
11MTX  	自營商－小型臺指期	20180919	   11889	   14452
11MTX  	自營商－小型臺指期	20180920	    9174	   13174
11MTX  	自營商－小型臺指期	20180921	   12966	   14773
11MTX  	自營商－小型臺指期	20180925	   14929	   14512
11MTX  	自營商－小型臺指期	20180926	   15034	   13794
11MTX  	自營商－小型臺指期	20180927	   16185	   14499
11MTX  	自營商－小型臺指期	20180928	   14712	   13182
11MTX  	自營商－小型臺指期	20181001	   16597	   12801
11MTX  	自營商－小型臺指期	20181002	   11958	   13446
11MTX  	自營商－小型臺指期	20181003	   11813	   15143
11MTX  	自營商－小型臺指期	20181004	   11698	   21305
11MTX  	自營商－小型臺指期	20181005	   12572	   25659
11MTX  	自營商－小型臺指期	20181008	   12908	   27084
11MTX  	自營商－小型臺指期	20181009	   13846	   29462
11MTX  	自營商－小型臺指期	20181011	   15892	   26067
11MTX  	自營商－小型臺指期	20181012	   16660	   24065
11MTX  	自營商－小型臺指期	20181015	   16439	   24623
11MTX  	自營商－小型臺指期	20181016	   14158	   21919
11MTX  	自營商－小型臺指期	20181017	    9938	   14469
11MTX  	自營商－小型臺指期	20181018	    9119	   15734
11MTX  	自營商－小型臺指期	20181019	    8643	   13779
11MTX  	自營商－小型臺指期	20181022	    8667	   14057
11MTX  	自營商－小型臺指期	20181023	    7596	   13935
11MTX  	自營商－小型臺指期	20181024	    8162	   15665
11MTX  	自營商－小型臺指期	20181025	    8554	   13602
11MTX  	自營商－小型臺指期	20181026	    8279	   13356
11MTX  	自營商－小型臺指期	20181029	    8838	   13864
11MTX  	自營商－小型臺指期	20181030	    8908	   13608
11MTX  	自營商－小型臺指期	20181031	   10377	   14603
11MTX  	自營商－小型臺指期	20181101	   10406	   13838
11MTX  	自營商－小型臺指期	20181102	   11780	   13294
11MTX  	自營商－小型臺指期	20181105	   11093	   12886
11MTX  	自營商－小型臺指期	20181106	   10276	   12574
11MTX  	自營商－小型臺指期	20181107	   12370	   15077
11MTX  	自營商－小型臺指期	20181108	   12560	   13180
11MTX  	自營商－小型臺指期	20181109	   10224	   12722
11MTX  	自營商－小型臺指期	20181112	   11372	   14634
11MTX  	自營商－小型臺指期	20181113	   13508	   13908
11MTX  	自營商－小型臺指期	20181114	   13751	   13565
11MTX  	自營商－小型臺指期	20181115	   15111	   13886
11MTX  	自營商－小型臺指期	20181116	   11862	   12179
11MTX  	自營商－小型臺指期	20181119	   12091	   13261
11MTX  	自營商－小型臺指期	20181120	   10834	   13256
11MTX  	自營商－小型臺指期	20181121	   10803	    6431
11MTX  	自營商－小型臺指期	20181122	    9562	    5896
11MTX  	自營商－小型臺指期	20181123	    8499	    7380
11MTX  	自營商－小型臺指期	20181126	   10803	    6809
11MTX  	自營商－小型臺指期	20181127	   11038	    6476
11MTX  	自營商－小型臺指期	20181128	   13431	    6950
11MTX  	自營商－小型臺指期	20181129	   11787	    6966
11MTX  	自營商－小型臺指期	20181130	   10369	    6977
11MTX  	自營商－小型臺指期	20181203	   14183	    8254
11MTX  	自營商－小型臺指期	20181204	   11685	    7156
11MTX  	自營商－小型臺指期	20181205	    9083	    9763
11MTX  	自營商－小型臺指期	20181206	    9495	   12548
11MTX  	自營商－小型臺指期	20181207	    8439	   11551
11MTX  	自營商－小型臺指期	20181210	    8783	   12596
11MTX  	自營商－小型臺指期	20181211	    8096	   13153
11MTX  	自營商－小型臺指期	20181212	    8768	   10387
11MTX  	自營商－小型臺指期	20181213	    9837	    9986
11MTX  	自營商－小型臺指期	20181214	   10734	   14590
11MTX  	自營商－小型臺指期	20181217	   10817	   15719
11MTX  	自營商－小型臺指期	20181218	   11237	   14688
11MTX  	自營商－小型臺指期	20181219	    7922	    8870
11MTX  	自營商－小型臺指期	20181220	    8640	    9815
11MTX  	自營商－小型臺指期	20181221	    9372	   10121
11MTX  	自營商－小型臺指期	20181222	    9522	   10917
11MTX  	自營商－小型臺指期	20181224	    9504	   10725
11MTX  	自營商－小型臺指期	20181225	   10180	    9856
11MTX  	自營商－小型臺指期	20181226	   10488	   10362
11MTX  	自營商－小型臺指期	20181227	   11571	   11295
11MTX  	自營商－小型臺指期	20181228	   13683	   11127
11MTX  	自營商－小型臺指期	20190102	    9440	   11424
11MTX  	自營商－小型臺指期	20190103	    8658	   13145
11MTX  	自營商－小型臺指期	20190104	    8457	   14536
11MTX  	自營商－小型臺指期	20190107	    8773	   11968
11MTX  	自營商－小型臺指期	20190108	   10088	   11441
11MTX  	自營商－小型臺指期	20190109	   19309	   10656
11MTX  	自營商－小型臺指期	20190110	   19856	   11029
11MTX  	自營商－小型臺指期	20190111	   20907	   11179
11MTX  	自營商－小型臺指期	20190114	   20316	   11071
11MTX  	自營商－小型臺指期	20190115	   16680	    9145
11MTX  	自營商－小型臺指期	20190116	   10844	    5550
11MTX  	自營商－小型臺指期	20190117	   11002	    5317
11MTX  	自營商－小型臺指期	20190118	   10736	    4901
11MTX  	自營商－小型臺指期	20190121	   10108	    5308
11MTX  	自營商－小型臺指期	20190122	   11359	    5558
11MTX  	自營商－小型臺指期	20190123	   11383	    5983
11MTX  	自營商－小型臺指期	20190124	   10670	    5007
11MTX  	自營商－小型臺指期	20190125	   11035	    2758
11MTX  	自營商－小型臺指期	20190128	   10797	    3808
11MTX  	自營商－小型臺指期	20190129	   10443	    4595
11MTX  	自營商－小型臺指期	20190130	    8781	    5804
11MTX  	自營商－小型臺指期	20190211	   10681	    7092
11MTX  	自營商－小型臺指期	20190212	   12227	    6658
11MTX  	自營商－小型臺指期	20190213	   12129	    7127
11MTX  	自營商－小型臺指期	20190214	   11810	    8964
11MTX  	自營商－小型臺指期	20190215	   11736	    9096
11MTX  	自營商－小型臺指期	20190218	   13130	    9989
11MTX  	自營商－小型臺指期	20190219	   14210	    5081
11MTX  	自營商－小型臺指期	20190220	   17318	    1439
11MTX  	自營商－小型臺指期	20190221	   18892	    1951
11MTX  	自營商－小型臺指期	20190222	   18932	    1804
11MTX  	自營商－小型臺指期	20190225	   17754	    1800
11MTX  	自營商－小型臺指期	20190226	   19170	    2098
11MTX  	自營商－小型臺指期	20190227	   19682	    2196
11MTX  	自營商－小型臺指期	20190304	   17679	    3145
11MTX  	自營商－小型臺指期	20190305	   18286	    2853
11MTX  	自營商－小型臺指期	20190306	   20752	    3344
11MTX  	自營商－小型臺指期	20190307	   19936	    3158
11MTX  	自營商－小型臺指期	20190308	   18016	    4008
11MTX  	自營商－小型臺指期	20190311	   17355	    3878
11MTX  	自營商－小型臺指期	20190312	   20058	    4459
11MTX  	自營商－小型臺指期	20190313	   23572	    3322
11MTX  	自營商－小型臺指期	20190314	   20739	    2613
11MTX  	自營商－小型臺指期	20190315	   24872	    4183
11MTX  	自營商－小型臺指期	20190318	   25173	    4541
11MTX  	自營商－小型臺指期	20190319	   26727	    3493
11MTX  	自營商－小型臺指期	20190320	   17755	    3064
11MTX  	自營商－小型臺指期	20190321	   20284	    3552
11MTX  	自營商－小型臺指期	20190322	   20753	    3229
11MTX  	自營商－小型臺指期	20190325	   18239	    2912
11MTX  	自營商－小型臺指期	20190326	   17350	    3188
11MTX  	自營商－小型臺指期	20190327	   17769	    2436
11MTX  	自營商－小型臺指期	20190328	   18299	    2053
11MTX  	自營商－小型臺指期	20190329	   20902	    2420
11MTX  	自營商－小型臺指期	20190401	   21541	    2523
11MTX  	自營商－小型臺指期	20190402	   22324	    2634
11MTX  	自營商－小型臺指期	20190403	   22906	    2475
11MTX  	自營商－小型臺指期	20190408	   21185	    2750
11MTX  	自營商－小型臺指期	20190409	   23214	    3107
11MTX  	自營商－小型臺指期	20190410	   22921	    2468
11MTX  	自營商－小型臺指期	20190411	   23262	    3333
11MTX  	自營商－小型臺指期	20190412	   22896	    3470
11MTX  	自營商－小型臺指期	20190415	   23966	    4020
11MTX  	自營商－小型臺指期	20190416	   28376	    5882
11MTX  	自營商－小型臺指期	20190417	   17847	    1370
11MTX  	自營商－小型臺指期	20190418	   19624	    1932
11MTX  	自營商－小型臺指期	20190419	   18179	    2676
11MTX  	自營商－小型臺指期	20190422	   18470	    2702
11MTX  	自營商－小型臺指期	20190423	   19129	    2964
11MTX  	自營商－小型臺指期	20190424	   18643	    2901
11MTX  	自營商－小型臺指期	20190425	   18572	    3400
11MTX  	自營商－小型臺指期	20190426	   16701	    2706
11MTX  	自營商－小型臺指期	20190429	   15883	    2998
11MTX  	自營商－小型臺指期	20190430	   17701	    3040
11MTX  	自營商－小型臺指期	20190502	   15546	    2952
11MTX  	自營商－小型臺指期	20190503	   19911	    3573
11MTX  	自營商－小型臺指期	20190506	   16974	    4379
11MTX  	自營商－小型臺指期	20190507	   17057	    4923
11MTX  	自營商－小型臺指期	20190508	   15721	    3319
11MTX  	自營商－小型臺指期	20190509	   16236	    3864
11MTX  	自營商－小型臺指期	20190510	   17792	    4220
11MTX  	自營商－小型臺指期	20190513	   15174	    5383
11MTX  	自營商－小型臺指期	20190514	   15760	    5860
11MTX  	自營商－小型臺指期	20190515	    7658	    4019
11MTX  	自營商－小型臺指期	20190516	    7967	    5447
11MTX  	自營商－小型臺指期	20190517	    6952	    7026
11MTX  	自營商－小型臺指期	20190520	    8700	    8187
11MTX  	自營商－小型臺指期	20190521	   10822	    7650
11MTX  	自營商－小型臺指期	20190522	   10502	    7038
11MTX  	自營商－小型臺指期	20190523	   10632	    7552
11MTX  	自營商－小型臺指期	20190524	    9446	    6932
11MTX  	自營商－小型臺指期	20190527	   10508	    6803
11MTX  	自營商－小型臺指期	20190528	   10112	    6923
11MTX  	自營商－小型臺指期	20190529	   10842	    6668
11MTX  	自營商－小型臺指期	20190530	   10715	    6403
11MTX  	自營商－小型臺指期	20190531	   15429	    6699
11MTX  	自營商－小型臺指期	20190603	   17034	    6323
11MTX  	自營商－小型臺指期	20190604	   14949	    5893
11MTX  	自營商－小型臺指期	20190605	   12079	    6256
11MTX  	自營商－小型臺指期	20190606	   13051	    7523
11MTX  	自營商－小型臺指期	20190610	   15199	    7662
11MTX  	自營商－小型臺指期	20190611	   16084	    7456
11MTX  	自營商－小型臺指期	20190612	   17479	    6646
11MTX  	自營商－小型臺指期	20190613	   16678	    6976
11MTX  	自營商－小型臺指期	20190614	   16619	    7102
11MTX  	自營商－小型臺指期	20190617	   15992	    5929
11MTX  	自營商－小型臺指期	20190618	   17055	    6297
11MTX  	自營商－小型臺指期	20190619	    6871	    7125
11MTX  	自營商－小型臺指期	20190620	    7531	    7888
11MTX  	自營商－小型臺指期	20190621	    7294	    8003
11MTX  	自營商－小型臺指期	20190624	    7768	    7758
11MTX  	自營商－小型臺指期	20190625	    6986	    8775
11MTX  	自營商－小型臺指期	20190626	    5669	    9000
11MTX  	自營商－小型臺指期	20190627	    6905	    6658
11MTX  	自營商－小型臺指期	20190628	    5853	    6701
11MTX  	自營商－小型臺指期	20190701	    9062	    7477
11MTX  	自營商－小型臺指期	20190702	    9648	    7641
11MTX  	自營商－小型臺指期	20190703	    9825	    7363
11MTX  	自營商－小型臺指期	20190704	   11111	    6858
11MTX  	自營商－小型臺指期	20190705	   11151	    7296
11MTX  	自營商－小型臺指期	20190708	   10098	    7046
